c_01	c_1	c_2	n_1	n_2	c_3	c_4	c_5	n_3	c_6	t_1	n_4	n_5	n_6	n_7	n_8	n_9	n_10	n_11	n_12	n_13	n_14	n_15	n_16	n_17	n_18	n_19	n_20	n_21	n_22	c_7	n_23	n_24	n_25	n_26	n_27
7287508778398845089	14771401151246747869	3930792818718220751	154.743	36.5645	16101544554790019397	2917315186065429386	8080533469335952745	34	6843963171864976598	1461166926199	1	1	52	5.5	115	1934.5	10	52	2077	1	1	85952.5	45386.5	85220.5	122581	339138	1981	1	1	6843963171864976598	1	1	1	323.5	5.5
11938959260652949174	14771401151246747869	10042331214081538537	178.21	51.8453	7956306945921279260	10535954191384696709	16256945696872958129	32.5	6843963171864976598	1471672560445	1	1	1	8.5	1	8.5	1	1	1	1	1	1	1	1	14.5	14.5	2.5	1	1	6843963171864976598	1	1	1	1	1
4752724888096752341	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16781898150242055406	14771401151246747869	5244923888236970511	157.124	47.0154	13301720600350218719	11666915786961068307	3027499780234405913	40	6843963171864976598	1462458288225	1	1	2.5	7	1	46	1	2.5	142	1	1	10	616	10006	3611.5	14240.5	59.5	1	1	6843963171864976598	1	1	1	1	1
7096627916277940999	14771401151246747869	10283387307965708614	168.524	62.269	5696894177963687434	12786502004151835450	16256945696872958129	34	6843963171864976598	1460862328168	1	1	227.5	43	196	84716.5	2.5	2.5	205	1	1	11966.5	37	797.5	8605	21403	490	1	1	6843963171864976598	1	1	1	34	28
8738475283226094254	14771401151246747869	15694656548661744051	166.404	33.4026	9567574830962345760	NaN	17976383577365148815	1	6843963171864976598	1489774653127	1	1	1	1	1	8.5	1	1	1	1	1	58	1	1	1	58	16	1	1	6843963171864976598	1	1	1	1	1
10786758234376471087	14771401151246747869	7265916326799606203	-182.422	57.3362	3311835247405779437	NaN	5656685945142785391	41.5	6843963171864976598	1413166209373	1	1	71.5	73	212.5	1781.5	1	118	95.5	1	1	84514	38069.5	241838	64942	429361	3209.5	1	1	6843963171864976598	1	1	1	17.5	8.5
16767505304593896456	14771401151246747869	8286680241381910257	182.534	47.0679	1499740313067042920	7027467413050033059	8494060603423735195	52	15026583530804077823	1486481763455	1	1	32.5	170.5	1	1106.5	5.5	73	1153	1	1	51817	110458	99412	183932	445616	4454.5	1	1	6843963171864976598	1	1	1	112	1
265043617656142241	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9165737677922989312	34453685010072459	6432930372904908620	176.334	51.853	4110905852503177096	NaN	7941305549320701127	34	6843963171864976598	1478361278256	1	1	70	8.5	1	1	8.5	617.5	1	1	1	1	1	1	50.5	50.5	10	1	1	6843963171864976598	1	1	1	1	1
11647213445404027926	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
12393653891679876742	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
1846906372663096913	14771401151246747869	7543898124157178892	169.654	34.4898	10134754797888377771	14929800158931154892	14088208938590195129	29.5	12111971706873116700	1459481384159	1	19	203.5	949	4	10655.5	1	109	578.5	1	1	14288.5	11126.5	19765	41122	86299	5728	1	1	6843963171864976598	1	1	1	739	2.5
6945844118451307507	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5829049393209763025	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
6401661683383149038	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9294048365408149817	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
1757474141250266250	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13205224045167688047	14771401151246747869	7265916326799606203	19.5632	64.0339	2438374437228180637	NaN	5200280731110100870	1	6843963171864976598	1468019483342	1	4579	67	79	20.5	15206.5	1	19	68.5	1	1	343082	104256	197047	156556	800938	3044.5	1	1	6843963171864976598	1	1	1	533.5	4
13570549144997739786	14771401151246747869	15915721504916191905	174.541	53.2352	4576015824904017218	14806166345540304941	16256945696872958129	58	15744588034618892817	1468913921267	1	40	67	443.5	10	2755	1	7	25	1	1	1	1018	2152	3154	6322	103	1	1	6843963171864976598	1	1	1	32.5	2.5
12810501962649366633	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
519267184170599530	34453685010072459	7265916326799606203	1	1	2029926236246850485	NaN	5656685945142785391	1	6843963171864976598	1489644313344	1	4	8.5	11.5	1	8.5	23.5	1538.5	1	1	1	1	1	424	143.5	566.5	16	1	1	6843963171864976598	1	1	1	1	1
13519574122357322869	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
6713198036503722632	14771401151246747869	14550647659428803805	175.26	60.614	6220772307398391706	NaN	8080533469335952745	35.5	6843963171864976598	1467470687484	1	1	10	19	1	1049.5	1	11.5	52	1	1	1	1	1	1907.5	1907.5	47.5	1	1	6843963171864976598	1	1	1	1	1
5569863910024786499	14771401151246747869	11840101203341982370	180.232	48.1649	736655387931501070	14604117579403954633	14263976815223664791	31	6843963171864976598	1472463945265	1	8.5	10	8.5	1	698.5	1	49	583	1	1	3142	3758.5	32986	25133.5	65017	1048	1	1	6843963171864976598	1	1	1	107.5	1
17339208101229594583	34453685010072459	10211136965740185639	1	1	14966312299163819	16279276689593385942	5656685945142785391	37	6843963171864976598	1468046506479	1	1	106	32.5	572.5	8.5	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	29.5
13976316761519315778	34453685010072459	17089004857331286805	178.937	54.6783	4125364753815133640	1005512822884493509	8494060603423735195	32.5	14771401151246747869	1487654772135	1	20.5	283	28	164.5	1739.5	1	128.5	323.5	1	1	12329.5	21824.5	24994	94156	153301	1850.5	1	1	6843963171864976598	1	1	1	326.5	68.5
874322189251975930	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
2247574015992615841	14771401151246747869	11688242896569479644	165.616	37.6921	5549267844095303283	14431526308636671397	3027499780234405913	38.5	6843963171864976598	1465570015138	1	97	61	382	1	967	1	28	77.5	1	1	1	529	1117	5948.5	7592.5	146.5	1	1	6843963171864976598	1	1	1	1	1
8584795571707525274	34453685010072459	15694656548661744051	179.208	49.0246	13511053462217847232	17773409220156690050	5656685945142785391	40	6843963171864976598	1429984817179	1	1	812.5	133	242.5	16735	5.5	1	706	1	1	7957	26584	25490.5	36397	96425.5	905.5	1	1	6843963171864976598	1	1	1	43	17.5
10118963918164546373	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
1458472831887870871	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
2784732460302081308	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
822216955713857037	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16259053221341231503	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
16342963578351883200	14771401151246747869	7516262377331005804	175.357	61.3476	6220772307398391706	13871198517152104089	9203211364990347262	44.5	17280693952210522585	1460656939173	1	2.5	506.5	143.5	61	61423	1	16	122.5	1	1	59843.5	29750.5	34031.5	176581	300204	1756	1	1	6843963171864976598	1	1	1	11.5	17.5
2328762674281158992	14771401151246747869	1359662190990386857	181.921	47.839	12855404259964902474	NaN	9203211364990347262	59.5	6843963171864976598	1421358725137	1	1	20.5	52	1	115	1	43	1	1	1	1	1	196	472	667	13	1	1	6843963171864976598	1	1	1	1	1
8333404974933684252	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5831767779866390771	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
11879134639098843022	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
6752375138559064096	14771401151246747869	1308216611171260001	160.363	58.724	15253248211262038743	12755145710545977312	14088208938590195129	41.5	6843963171864976598	1461467286110	1	10	170.5	1331.5	316	2081.5	1	106	101.5	1	1	1067.5	188.5	1291	1033	3577	1663	1	1	6843963171864976598	1	1	1	11.5	16
6638119784552464452	34453685010072459	6004133392013696636	144.254	62.6539	17869284082796062921	9995847261086977122	16256945696872958129	32.5	34453685010072459	1468685623475	1	22	532	235	8432.5	1360	1	40	94	1	1	19933	14170	32944	40168	107212	2260	1	1	6843963171864976598	1	1	1	86.5	79
3453359234103122358	14771401151246747869	7638001807695707609	170.498	39.6533	14068915344267837629	15088041788876472752	7941305549320701127	38.5	6843963171864976598	1459775192427	1	1	1	8.5	1	1	1	5.5	1	1	1	98.5	1	580	2153.5	2830	163	1	1	6843963171864976598	1	1	1	1	1
9662753640688822559	14771401151246747869	8980375029874169620	162.892	48.5126	13081812710909121491	8730898003012621500	8494060603423735195	29.5	14771401151246747869	1468372774159	1	1	89.5	55	1	7144	1	1	284.5	1	1	2504.5	317.5	1469.5	47989	52277.5	1447	1	1	6843963171864976598	1	1	1	184	1
17637863688107683903	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
2923497007219006045	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13434750046623147836	14771401151246747869	8958383597212078650	-180.267	67.4455	11772423029702361287	NaN	3027499780234405913	1	6843963171864976598	1484515386369	1	1	1	2.5	1	8.5	1	1	1	1	1	290.5	169	1	154	611.5	76	1	1	6843963171864976598	1	1	1	1	1
9597776848189979297	14771401151246747869	7265916326799606203	178.2	37.9724	17188042325796387627	1425785792086908202	5656685945142785391	37	15026583530804077823	1425483622319	1	1	8.5	2.5	1	1	2.5	11.5	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
7311065430510964868	14771401151246747869	12574667121135963298	153.53	5.58664	1669452422050969957	NaN	17734046833868114547	29.5	6843963171864976598	1488702588299	1	1	1	26.5	1	1	1	13	19	1	1	8492.5	6565	6697	34610.5	56362	292	1	1	6843963171864976598	1	1	1	1	1
14807171844999887348	14771401151246747869	3875281194045982152	170.571	35.3259	6306913683848874426	NaN	5083169309446148209	1	6843963171864976598	1484732636291	1	1	1	4	1	1	1	1	1	1	1	1	1	1163.5	703	1865.5	7	1	1	6843963171864976598	1	1	1	1	1
360772639392016848	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13495151460708793985	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5507342047265901637	14771401151246747869	10283387307965708614	160.43	58.606	15253248211262038743	7572812105742249682	17130873456726055031	1	34453685010072459	1469184751263	1	28	289	46	1	12823	1	11.5	95.5	1	1	20587	4013.5	11533	67058.5	103189	1352.5	1	1	6843963171864976598	1	1	2.5	734.5	44.5
12649078045368794350	14771401151246747869	7638001807695707609	180.32	60.8966	8246800423513151869	NaN	5656685945142785391	1	6843963171864976598	1458657121454	1	1	2.5	2.5	1	1	1	1	1	1	1	1	1	85	34	118	17.5	1	1	6843963171864976598	1	1	1	1	1
11026784710057232309	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
14652859857925912010	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13892794666689022139	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5561858217811453394	14771401151246747869	17645194506355745051	169.867	57.4389	15265148417055594755	10815994102441892544	17380934457458174105	29.5	6843963171864976598	1459646158378	1	95.5	35.5	44.5	25	7382.5	1	1	23.5	1	1	943	1294	38743	9332.5	50309.5	581.5	1	1	6843963171864976598	1	1	1	1	2.5
559900260062237669	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
6087890972991216395	14771401151246747869	3853355651031553000	179.912	40.102	6581091557036131177	NaN	3027499780234405913	35.5	15026583530804077823	1458409100363	1	8.5	319	280	104.5	31139.5	1	14.5	782.5	1	1	48992.5	17687.5	38467	136186	241330	1813	1	1	6843963171864976598	1	1	1	188.5	19
7435504297474641621	14771401151246747869	13882554632700455398	179.977	40.1079	6581091557036131177	15547720619566231198	5083169309446148209	173.5	15744588034618892817	1481103629409	1	1	22	43	1	9289	4	17.5	323.5	1	1	1570	152.5	449.5	46493.5	48662.5	700	1	1	6843963171864976598	1	1	1	256	7
2411205404800709369	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
7885867560742893415	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5276136494207216368	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5486598564129461703	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8080413452173720992	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
15503931533333097003	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8408299506601945909	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
5233644004504104338	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
13946991424574921561	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
147393918025292565	34453685010072459	4327320840796792320	1	1	3806027004690197823	NaN	5656685945142785391	1	6843963171864976598	1485263411291	1	1	62.5	4	1	59984.5	2.5	1	185.5	1	1	29188	10447	36377.5	59683	135692	1043.5	1	1	6843963171864976598	1	1	1	28	28
13789670060779761794	14771401151246747869	56191848936372552	175.28	60.8681	6220772307398391706	14808939702743103928	5083169309446148209	1	6843963171864976598	1481644927220	1	40	44.5	64	86.5	1411	10	1982.5	893.5	1	1	52616.5	23332	49906	69379	195230	1400.5	1	1	6843963171864976598	1	1	1	241	5.5
16589851503791996514	14771401151246747869	7638001807695707609	181.224	51.0856	17674040394491592727	11953734877868871953	5656685945142785391	71.5	6843963171864976598	1483752904224	1	1	2.5	35.5	1	8.5	1	1	13	1	1	18461.5	7910.5	5903.5	1787.5	34060	1112.5	1	1	6843963171864976598	1	1	1	1	1
4645022800304537062	34453685010072459	6716276819294200956	158.327	40.8501	12582992406218851099	NaN	17380934457458174105	1	14771401151246747869	1471695039174	1	1	1	1	1	1	1	1	1	1	1	1226.5	2351.5	473.5	2966.5	7015	103	1	1	6843963171864976598	1	1	1	1	1
17586356804561438867	14771401151246747869	13882554632700455398	172.705	35.0931	12097094273101162415	NaN	8494060603423735195	1	6843963171864976598	1489675124185	1	1	1	2.5	1	8.5	1	2.5	26.5	1	1	16	1	1	2660.5	2675.5	65.5	1	1	6843963171864976598	1	1	1	1	1
1333468455562624858	34453685010072459	7387086092818984185	177.154	43.6073	14769791588147397136	9670159462652904241	16256945696872958129	37	6843963171864976598	1460470557169	1	1	1066	746.5	1	75055	4	16	325	1	1	7462	1972	3616	18181	31228	434.5	1	1	6843963171864976598	1	1	1	41.5	151
5631583429343614662	14771401151246747869	11069455381598186931	176.079	46.1567	15683820326081009203	15340488303823192798	5656685945142785391	1	14771401151246747869	1428415030234	1	8.5	958	1	28	45712	5.5	92.5	763	1	1	68198.5	73183	65486.5	40985.5	247850	2632	1	1	6843963171864976598	1	1	1	202	151
14591558337202511502	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
479996266766530872	34453685010072459	571077960769616760	174.097	44.1193	4251950739846537767	2241455862412591663	3027499780234405913	1	6843963171864976598	1470997655215	1	4	113.5	19	40	280	5.5	11.5	1	1	1	1	1	1	1	1	52	1	1	6843963171864976598	1	1	1	1	7
9853054713956334023	14771401151246747869	10088272287394772058	164.913	44.1659	7799755040227098571	7664607644967491985	8494060603423735195	1	6843963171864976598	1480310228337	1	1	2.5	7	1	8.5	1	13	1	1	1	1	1	1	547	547	8.5	1	1	6843963171864976598	1	1	1	1	1
5583754475476228765	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
15122391268761925407	34453685010072459	16805245747836492268	153.439	40.8976	17882151306630748549	16313246267481400905	8494060603423735195	32.5	11877483212745539743	1475162130266	1	3121	376	346	118	44117.5	2.5	53.5	2611	1	1	18764.5	37031.5	53309.5	123991	233094	1798	1	1	6843963171864976598	1	1	4	2071	29.5
8862246873069763370	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
3124289151120278703	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
6091647278264917141	14771401151246747869	15694656548661744051	171.489	53.0711	3164121748884072765	NaN	5656685945142785391	1	14771401151246747869	1481158906209	1	1	37	34	31	106603	1	5.5	395.5	1	1	21719.5	11344	11536	133140	177736	766	1	1	6843963171864976598	1	1	2.5	196	4
5529487026037688912	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
10662279006556382852	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8216460064439965569	14771401151246747869	16429264127763712662	172.07	34.8901	15327303923343906653	9170749289117677508	16061938699691906071	37	15744588034618892817	1467248357290	1	1	713.5	76	61	168886	4	1	23.5	1	1	1648	1	245.5	2098	3989.5	247	1	1	6843963171864976598	1	1	1	106	80.5
13516035032007202687	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
7766145743472781347	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
1372403644131547496	14771401151246747869	6716276819294200956	176.582	41.8669	4189315778907431175	NaN	7941305549320701127	1	11877483212745539743	1466161438434	1	1	185.5	821.5	1	37859.5	1	245.5	3424	1	1	52967.5	88942	80659	115669	338234	3593.5	1	1	6843963171864976598	1	1	1	967	1
7556300054098038624	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
8130814037646171353	14771401151246747869	4508042809385370800	181.41	49.2187	7839359941559014761	NaN	5656685945142785391	1	6843963171864976598	1481461812424	1	1	2.5	16	1	290.5	1	2.5	1	1	1	845.5	13	68.5	28	952	59.5	1	1	6843963171864976598	1	1	1	1	1
1925571989873038820	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
6736157699537429270	14771401151246747869	15918897007850920178	178.917	45.2427	7821691606952319426	2037390466755551494	16256945696872958129	1	6843963171864976598	1468735672330	1	431.5	98.5	26.5	13	13984	1	1	2.5	1	1	15892	1277.5	3793	2624.5	23584	469	1	1	6843963171864976598	1	1	1	20.5	2.5
2344033184110181890	14771401151246747869	1302322789487834240	119.607	60.809	9506322673987482022	NaN	8494060603423735195	1	6843963171864976598	1488704587123	1	1	7	1	4	1	1	1	1	1	1	1	257.5	11.5	491.5	758.5	34	1	1	6843963171864976598	1	1	1	1	2.5
13327293949993725345	14771401151246747869	14550647659428803805	177.793	55.0961	1917441556221460225	NaN	17335592751513898590	1	6843963171864976598	1486643171107	1	82	7	13	1	60428.5	1	943	1111	1	1	57215.5	40148.5	26282.5	344848	468492	1670.5	1	1	6843963171864976598	1	1	1	2521	1
4408333780193944279	14771401151246747869	10107701860369725156	156.763	3.03747	8815552006883595931	NaN	2920655498052902830	1	6843963171864976598	1474460085155	1	1	2.5	35.5	1	1	1	1	11.5	1	1	1691.5	1459	838	937	4922.5	314.5	1	1	6843963171864976598	1	1	1	1	1
1420796909190659015	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
9736069179849062541	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6843963171864976598	1	1	1	1	1
