c_02	c_1	c_2	n_1	n_2	c_3	c_4	c_5	n_3	c_6	t_1	n_4	n_5	n_6	n_7	n_8	n_9	n_10	n_11	n_12	n_13	n_14
8139588201723588764	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3263835850145097694	34453685010072459	645805385508973343	181.45	46.7449	7821691606952319426	NaN	16256945696872958129	1	6843963171864976598	1473482756201	2.5	514	22	640	68.5	5.5	20.5	281.5	140.5	1166.5	1
705282173980267062	14771401151246747869	320439096357625516	163.364	42.7661	1824432279340238235	14033965379085100637	7941305549320701127	32.5	6843963171864976598	1474813911456	2.5	271	209.5	50.5	9344.5	1	73	1397.5	46	1367.5	1
17582723256928166125	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
7646976664105204306	34453685010072459	7638001807695707609	170.14	41.1794	5392932872703786688	NaN	17976383577365148815	32.5	6843963171864976598	1479000943318	2.5	268	16	68.5	298	5.5	101.5	3272.5	35.5	1	1
6079342450856260071	14771401151246747869	7265916326799606203	178.535	53.5467	4125364753815133640	1005512822884493509	17976383577365148815	46	6843963171864976598	1487456946391	2.5	2.5	5.5	1	134.5	1	1	1	1	1	1
1131909263995562083	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3439470339887808279	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2375820153348476635	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17070868100369637130	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
16197071322265450795	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12142979882793328803	34453685010072459	3659863142344469883	186.117	63.6552	17285744326937793943	NaN	5656685945142785391	31	14771401151246747869	1457192301360	2.5	10345	275.5	2696.5	78757	7	40	911848	151	1007.5	1
14928530658231527121	34453685010072459	10042331214081538537	180.022	51.7392	17621835085789482009	NaN	16256945696872958129	1	6843963171864976598	1487720673302	2.5	13	10	11.5	29.5	1	1	11.5	2.5	1	1
8476970874409121942	34453685010072459	15581449471719456830	158.318	51.1079	6193957335176112229	NaN	8494060603423735195	1	6843963171864976598	1489744388314	2.5	14.5	1	10	1	1	1	7	4	8.5	1
3755369643257010624	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3605345109894965017	34453685010072459	16141609975149779687	171.801	35.1524	15327303923343906653	11171414076345299985	16244310678531341320	46	6843963171864976598	1436712484109	2.5	454	67	7	1	56.5	2359	7	2.5	7	1
5582576523477903595	34453685010072459	5123435176060886084	186.183	63.7474	17285744326937793943	NaN	5083169309446148209	1	6843963171864976598	1471767059436	2.5	94	40	127	25579	2.5	13	1972	14.5	1	1
17522279262855966503	34453685010072459	17089004857331286805	157.091	46.824	13301720600350218719	4910402426553403795	8494060603423735195	31	6843963171864976598	1474613713270	2.5	247	77.5	2518	13	5.5	8.5	929.5	55	367	1
1411031550526153890	34453685010072459	645805385508973343	186.055	63.6514	17285744326937793943	NaN	16256945696872958129	1	6843963171864976598	1484375356377	2.5	28	1	17.5	1	1	1	13	4	1	1
8443112589418382212	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2448026928757855425	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17844063419466213961	34453685010072459	3875281194045982152	183.111	47.8532	7728751497385427149	NaN	5656685945142785391	35.5	6843963171864976598	1437651024250	2.5	1	1	1	1	1	1	1	1	1	1
5924161842360898820	34453685010072459	17089004857331286805	115.01	60.189	7685069979219340590	9805379075566995561	5656685945142785391	34	6843963171864976598	1460143874340	2.5	1759	32.5	29.5	184975	2.5	38.5	34597	151	55	1
6559785638663841078	14771401151246747869	720330543293830434	170.935	51.5624	13358813864521194877	18100769022758241543	16256945696872958129	31	6843963171864976598	1463635443193	2.5	20.5	13	1	5750.5	1	4	1	1	1	1
670411612983774645	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12649388720934926422	34453685010072459	7638001807695707609	178.188	37.9378	17188042325796387627	NaN	5656685945142785391	1	6843963171864976598	1471004880304	2.5	16801	37	48580	2245	71.5	25	23528.5	151	356.5	2.5
3645648312677968795	34453685010072459	4327320840796792320	179.271	48.6661	13511053462217847232	NaN	5656685945142785391	1	6843963171864976598	1488090791245	2.5	251.5	8.5	1	1	1	1	1189	31	22	1
3337079918222529272	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
7897204552488419031	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
2022018946525852492	34453685010072459	10211136965740185639	172.559	46.766	18312104889363715121	NaN	5656685945142785391	38.5	6843963171864976598	1424876204140	2.5	163	8.5	349	7	1	1	373	28	1	1
6055811405371239305	14771401151246747869	15918897007850920178	120.586	56.9048	13607300912184368949	NaN	16256945696872958129	32.5	6843963171864976598	1455546526329	2.5	2080	5.5	217	445944	8.5	41.5	28373.5	151	20.5	1
5265532787687837076	34453685010072459	17089004857331286805	168.443	37.5539	6540134152888046711	NaN	8494060603423735195	1	6843963171864976598	1487683734130	2.5	5.5	1	32.5	8.5	1	1	31	4	1	1
9468387941176075607	14771401151246747869	17089004857331286805	160.636	42.722	2605907981505228630	NaN	8494060603423735195	1	6843963171864976598	1489151402236	2.5	23.5	8.5	1	46	1	17.5	1	1	1	1
10218865914007546738	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11831663149094751061	34453685010072459	14476099293049778722	172.095	34.9913	15327303923343906653	NaN	9203211364990347262	1	6843963171864976598	1460714907135	2.5	95.5	10	62.5	1	1	1	113.5	17.5	1	1
8886512686928821776	34453685010072459	4327320840796792320	1	1	17667315973926427943	16279276689593385942	10945621582778693523	29.5	14771401151246747869	1478060622361	2.5	629.5	2.5	49	775568	1	110.5	2153.5	106	88	1
6070220006167987861	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
16998406523675158213	34453685010072459	16429264127763712662	165.308	54.6198	4116146026180573645	14809773994507654988	3027499780234405913	43	6843963171864976598	1483172507181	2.5	62.5	23.5	238	329.5	1	1	160	10	8.5	1
13507389809832966475	34453685010072459	4327320840796792320	183.109	45.502	8468386338883583967	NaN	5656685945142785391	1	6843963171864976598	1485687208326	2.5	208	37	5.5	458.5	1	2.5	2281	37	5.5	1
1444465148611823713	14771401151246747869	8286680241381910257	181.28	54.9273	17465306663676244936	NaN	8494060603423735195	1	6843963171864976598	1486805884325	2.5	4	4	1	1	1	1	1	1	1	1
17733654688228868208	34453685010072459	18104020942223432044	180.093	44.5776	18166872210092895898	NaN	8080533469335952745	1	6843963171864976598	1489916417111	2.5	7	5.5	8.5	1	1	4	8.5	2.5	8.5	1
14200992929824345343	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5162588636350325017	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14903636935888921111	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
6028971999996037032	34453685010072459	7265916326799606203	164.735	42.5248	1824432279340238235	NaN	17976383577365148815	1	6843963171864976598	1479821015395	2.5	1	1	1	1	1	1	1	1	1	1
2316928427392732839	34453685010072459	7845314291056933641	165.161	29.8325	14753969495560046358	15178838865926453661	16244310678531341320	20.5	6843963171864976598	1484629479465	2.5	62.5	2.5	13	26.5	16	23.5	13	2.5	1	1
4011551416260254787	34453685010072459	3033594641135677992	182.282	42.8876	8018548380316780019	NaN	15616533344431179666	1	6843963171864976598	1485606988454	2.5	4	65.5	1	191.5	1	1	1	1	1	1
16096712237178753828	34453685010072459	7638001807695707609	183.416	47.8011	7728751497385427149	NaN	5656685945142785391	1	6843963171864976598	1487085871388	2.5	64	43	1	244633	2.5	314.5	1	1	1	1
16573409146480207391	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17530765325549548172	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
9021914852441961000	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3297074174648880861	14771401151246747869	13052183550112605847	175.762	60.849	6220772307398391706	NaN	7941305549320701127	43	6843963171864976598	1452538154206	2.5	341.5	145	1424.5	4196.5	7	470.5	5005	28	1	1
8105419044302708736	14771401151246747869	4587103663332189797	172.701	35.1641	12097094273101162415	NaN	8494060603423735195	1	6843963171864976598	1457854659343	2.5	1	1	1	1	1	1	1	1	1	1
4852294910373302054	14771401151246747869	8286680241381910257	190.727	69.7405	15216595036825075434	35449646366330138	8494060603423735195	44.5	6843963171864976598	1460953591354	2.5	418	71.5	293.5	10777	1	7	10030	41.5	31	1
1993365220984490999	34453685010072459	8286680241381910257	1	1	6353108568278590683	15327311328677242761	8494060603423735195	32.5	6843963171864976598	1469965343213	2.5	242.5	35.5	26.5	193	1	29.5	1612	29.5	1	1
5994748108213833552	14771401151246747869	11420395375523101194	190.056	68.4714	4408661226289912183	12193637697397488204	9203211364990347262	32.5	6843963171864976598	1477223173244	2.5	257.5	25	3956.5	1849	10	73	3836.5	50.5	1529.5	1
12277331948068857102	34453685010072459	3659863142344469883	175.631	60.853	6220772307398391706	NaN	5656685945142785391	1	6843963171864976598	1489383145225	2.5	404.5	5.5	10528	1	7	34	3293.5	133	2315.5	1
6949674783958022030	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11819688580344505169	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
9596613977656117520	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
518650717427335403	14771401151246747869	15694656548661744051	181.683	55.4709	17465306663676244936	9511883009353277108	5656685945142785391	100	14771401151246747869	1457964046416	2.5	923.5	22	101.5	171408	10	11.5	6074.5	130	1	1
11340329659849758413	34453685010072459	10042331214081538537	169.903	52.9099	9831029686526433193	18100769022758241543	5656685945142785391	26.5	6843963171864976598	1458478250246	2.5	539.5	7	4	470.5	1	4	343	68.5	1	1
5266316208942046016	14771401151246747869	2281920703658875091	174.193	59.5297	6828291961868330005	NaN	16244310678531341320	1	6843963171864976598	1459923239235	2.5	1	1	1	1	1	1	1	1	1	1
17782935189942786868	34453685010072459	4327320840796792320	183.153	47.7872	7728751497385427149	15340488303823192798	5656685945142785391	31	14771401151246747869	1460774844362	2.5	20555.5	130	7	62402.5	8.5	4	541333	151	1	1
4529952829662944247	34453685010072459	11666249434809838633	157.933	41.1644	12582992406218851099	4770050492792590248	3027499780234405913	1	6843963171864976598	1462907799204	2.5	104.5	16	172	83.5	1	1	58	10	1	1
7538996072189891351	34453685010072459	10911467925079940254	170.481	43.1932	7687270607181570080	18070770571020663407	9203211364990347262	1	6843963171864976598	1466615257300	2.5	365.5	193	193	2.5	7	143.5	160	11.5	1	1
11897857463811917147	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
8018692817832368912	14771401151246747869	8410501586956965497	179.4	43.0067	14021228079386584754	NaN	16256945696872958129	1	6843963171864976598	1485442022123	2.5	19	7	1	1	1	43	1	1	1	1
14741867831631034734	34453685010072459	8201911506017907013	191.803	68.4328	4736629632099794224	NaN	16256945696872958129	1	6843963171864976598	1485504428446	2.5	1	1	1	1	1	1	1	1	1	1
1952431972729518282	34453685010072459	10042331214081538537	1	1	774505192503637382	NaN	16256945696872958129	1	6843963171864976598	1488172423181	2.5	61	5.5	1	4	1	1	311.5	16	2.5	1
17200464895603431808	34453685010072459	10211136965740185639	183.104	47.9972	7728751497385427149	5934422841821369788	5656685945142785391	31	6843963171864976598	1446000665115	2.5	71.5	1	7	1	5.5	1	5.5	4	1	1
7501240477948506800	34453685010072459	17089004857331286805	172.201	49.2436	15625989968720022051	NaN	9203211364990347262	1	6843963171864976598	1463064198201	2.5	313	34	8.5	137.5	1	1	581.5	76	179.5	1
13788462745587309481	34453685010072459	7638001807695707609	175.841	50.8788	8119504745413324238	11022733714584056515	5656685945142785391	32.5	6843963171864976598	1485674733400	2.5	175	20.5	6524.5	52	10	107.5	1925.5	62.5	1375	1
14220242300337949167	14771401151246747869	3373730799389196222	173.654	54.4032	15408563146499272564	NaN	3027499780234405913	1	6843963171864976598	1489938027132	2.5	1	1	1	8.5	1	1	1	1	1	1
16779834148791499016	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
11124186086892244433	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
9531690671397119804	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
4071575166127409847	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
17828365439176130962	34453685010072459	10107701860369725156	162.021	52.5504	16528269875981444674	NaN	5656685945142785391	130	6843963171864976598	1426946065410	2.5	1568.5	43	242.5	1754.5	8.5	125.5	25172.5	151	10531	10
16398590824718128558	14771401151246747869	4327320840796792320	181.959	43.0376	8018548380316780019	14033965379085100637	5656685945142785391	31	6843963171864976598	1459667531146	2.5	205	292	55	5762.5	1	95.5	322	34	1	1
316770515528787372	14771401151246747869	8286680241381910257	190.851	66.8089	3806027004690197823	NaN	3027499780234405913	1	6843963171864976598	1463307574168	2.5	11.5	29.5	1	3053.5	1	1	1	1	1	1
10437201285616019978	34453685010072459	11491104010849260727	180.149	50.6012	12387699111785686449	15771296408684056462	3027499780234405913	29.5	14771401151246747869	1487598463281	2.5	61	35.5	1	1751.5	17.5	91	1	1	1	1
3466299152066445587	34453685010072459	4327320840796792320	164.065	52.5079	2671654609611462669	8597423942596510645	5656685945142785391	1	6843963171864976598	1487690753406	2.5	29.5	8.5	1	216085	1	25	1	1	1	1
5091818009731966851	34453685010072459	15673159234484472022	182.839	57.1883	12093290839936971212	2879422768105591548	8146055994240252581	32.5	6843963171864976598	1489101866183	2.5	8.5	58	1	34	1	71.5	1	1	1	1
105937731230491830	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
3835166465765776683	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
18429406939933321253	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
8967920261753691942	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10425348357189010187	34453685010072459	10211136965740185639	183.125	47.8817	7728751497385427149	2113087454122014078	5656685945142785391	31	14771401151246747869	1451474849295	2.5	1471	115	88	45413.5	1	1	3001	151	1	1
6667334467028494142	14771401151246747869	463572732714114308	164.44	52.3534	4994850094228056084	7572812105742249682	9203211364990347262	44.5	6843963171864976598	1454478737419	2.5	376	241	175	130435	1	70	2708.5	50.5	47.5	1
6486063029014999614	34453685010072459	7964771042264225782	156.963	47.134	13301720600350218719	11666915786961068307	3027499780234405913	31	14771401151246747869	1460780095479	2.5	439	278.5	847	23881	5.5	47.5	30085	86.5	326.5	1
12813109525107485737	14771401151246747869	10467070217667796302	132.389	66.6784	7431924554772899137	7430774141841853336	3027499780234405913	35.5	6843963171864976598	1462550405270	2.5	997	1096	14215	96409	2.5	214	79711	151	15721	4
15026779734024029852	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
12148990381176485597	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
18101260615890519368	14771401151246747869	10283387307965708614	155.552	54.2199	10262991718676431681	9995847261086977122	16256945696872958129	40	14771401151246747869	1453402596170	2.5	265	568	484	35524	1	1	260.5	52	1	1
865270699008892291	14771401151246747869	13259302803595718522	172.593	46.9431	18312104889363715121	3542947390457618420	3027499780234405913	50.5	6843963171864976598	1459335110164	2.5	842.5	13	163	857440	1	79	3275.5	74.5	107.5	1
794358414697663037	34453685010072459	7265916326799606203	180.699	51.6929	17674040394491592727	11953734877868871953	5656685945142785391	29.5	6843963171864976598	1460427466165	2.5	182.5	16	11.5	202	1	1	199	28	1	1
12432303249085463941	34453685010072459	16020623782118324895	160.154	38.7713	17146556230104921409	13941580923878329612	5656685945142785391	29.5	14771401151246747869	1465782649414	2.5	1	1	1	1	1	1	1	1	1	1
9222467420131519359	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13782054323233527297	34453685010072459	645805385508973343	183.303	47.9938	7728751497385427149	NaN	9203211364990347262	1	6843963171864976598	1475124447420	2.5	29.5	25	11.5	8.5	1	1	11.5	2.5	1	1
18403920868014243309	34453685010072459	4327320840796792320	183.069	47.8221	7728751497385427149	NaN	5656685945142785391	1	6843963171864976598	1476511096279	2.5	5707	248.5	266.5	119.5	1	1	5822.5	151	1	1
9424955321939091140	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
13598893960307823875	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
16367614959454932169	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
5593531245005322091	34453685010072459	7265916326799606203	178.449	52.0323	15952449941828343487	13944282226870944724	8494060603423735195	1	6843963171864976598	1482240551347	2.5	104.5	10	10	122.5	1	1	283	19	1	1
4724636228041259837	34453685010072459	17645194506355745051	181.642	46.7876	1499740313067042920	NaN	5083169309446148209	77.5	6843963171864976598	1483866191333	2.5	74.5	8.5	11.5	70	1	1	7	4	1	1
11808950333352477041	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
9391146366951423856	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14335772174270971412	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
14551877626104954366	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
18250791954283444078	14771401151246747869	NaN	1	1	NaN	NaN	NaN	1	6843963171864976598	NaN	2.5	1	1	1	1	1	1	1	1	1	1
10715776575294272688	34453685010072459	18126971862385853454	155.95	46.6763	13301720600350218719	16313246267481400905	9203211364990347262	28	6843963171864976598	1460698012205	2.5	166	10	1	73	1	1	32.5	14.5	1	1
6638119784552464452	34453685010072459	6004133392013696636	144.254	62.6539	17869284082796062921	9995847261086977122	16256945696872958129	32.5	14771401151246747869	1468685623103	2.5	532	235	8432.5	1360	1	40	2072.5	79	271	1
17605655448299363705	34453685010072459	3659863142344469883	121.449	62.7655	15269012993848206518	7678693566015155663	17976383577365148815	35.5	14771401151246747869	1475753003256	2.5	335.5	113.5	26.5	1346.5	1	1	10540	77.5	1	1
